corporate_allocation_after_exclusions_amt,corporate_allocation_amt,corporate_allocation_bps,gl_exception_amt,gl_exception_bps,gl_fee_income_amt,gl_fee_income_bps,gl_gos_amt,gl_gos_bps,gl_oi_amt,gl_oi_bps,llr_amt,llr_bps,loan_fin_component_id,loan_id,los_exception_amt,los_exception_bps,los_revenue_amt,los_revenue_bps,reporting_period_id,source_insert_datetime
-3552.7402,-153.9706,-153.9706,-25.9,-25.9,-0.7644,-0.7644,145,145,105,105,-3,-3,621,621,-25.9,-25.9,224.1,224.1,1,
-4478.975,-153.0556,-153.0556,,,0.4713,0.4713,,,180.4012,180.4012,-3.0926,-3.0926,622,622,,,125,125,1,
-3278.0423,-405.3126,-405.3126,-26.6996,-26.6996,131.5709,131.5709,41.0004,41.0004,322.2002,322.2002,-3.0004,-3.0004,623,623,-26.6996,-26.6996,178.3,178.3,1,
-3454.8671,-99.5783,-99.5783,-156.7,-156.7,-6.8952,-6.8952,198,198,150,150,-3,-3,624,624,-156.7,-156.7,27.1,27.1,1,
-4010.2515,-111.2442,-111.2442,2.4999,2.4999,34.123,34.123,245,245,60.0001,60.0001,-2.9999,-2.9999,625,625,2.4999,2.4999,307.5,307.5,1,
-3465.7569,-107.1558,-107.1558,8.1001,8.1001,-2.0467,-2.0467,206,206,84.0001,84.0001,-3.0001,-3.0001,626,626,8.1001,8.1001,298.1,298.1,1,
-4152.8011,-125.2273,-125.2273,,,39.026,39.026,185,185,150,150,-3,-3,627,627,0,0,101.3,101.3,1,
-4390.6615,-157.3037,-157.3037,-0.0999,-0.0999,43.3488,43.3488,198,198,84.9998,84.9998,-3.0002,-3.0002,628,628,-0.0999,-0.0999,181.4,181.4,1,
-241.86,-27.3884,-27.3884,-128.4,-128.4,-3.5032,-3.5032,381.9,381.9,,,-5,-5,629,629,0,0,198,198,1,
-4267.1711,-224.8711,-224.8711,-25,-25,62.8003,62.8003,214,214,113,113,-3,-3,630,630,-25,-25,286.9,286.9,1,
-4642.0971,-209.4,-209.4,4.7,4.7,55.5644,55.5644,207,207,98,98,-3,-3,631,631,4.7,4.7,309.7,309.7,1,
-3828.6222,-148.3768,-148.3768,5.8999,5.8999,-16.4736,-16.4736,217.7001,217.7001,90.9999,90.9999,-3.0001,-3.0001,632,632,5.8999,5.8999,333.2,333.2,1,
-4461.0694,-70.2873,-70.2873,,,17.8443,17.8443,102.5,102.5,72,72,-3,-3,633,633,0,0,67.2,67.2,1,
-4213.8967,-340.4878,-340.4878,-36,-36,205.1356,205.1356,186.6998,186.6998,100,100,-3.0003,-3.0003,634,634,-36,-36,150.7,150.7,1,
-4549.5729,-189.6739,-189.6739,,,42.1254,42.1254,183,183,113,113,-3,-3,635,635,0,0,277.4,277.4,1,
-3508.9255,-268.4615,-268.4615,-0.4,-0.4,71.5287,71.5287,213,213,126,126,-3,-3,636,636,-0.4,-0.4,164.8,164.8,1,
-3156.1045,-104.5428,-104.5428,-19.5999,-19.5999,23.4977,23.4977,110,110,61.0001,61.0001,-3.0001,-3.0001,637,637,-19.5999,-19.5999,-233.2,-233.2,1,
-3910.4922,-55.03,-55.03,,,7.3178,7.3178,74.7,74.7,78.8,78.8,-3,-3,638,638,0,0,133.5,133.5,1,
-3080.9899,-83.8942,-83.8942,-29.1,-29.1,16.1188,16.1188,152,152,70,70,-3,-3,639,639,-29.1,-29.1,195.8,195.8,1,
-4593.5588,-107.9381,-107.9381,-39.2,-39.2,19.8751,19.8751,138,138,62,62,-3,-3,640,640,-39.2,-39.2,141.9,141.9,1,
-4518.775,-73.7324,-73.7324,-0.7,-0.7,21.962,21.962,90.5,90.5,77.5,77.5,-3,-3,641,641,-0.7,-0.7,167.3,167.3,1,
-4133.1203,-174.9762,-174.9762,10.4001,10.4001,36.2785,36.2785,226.0001,226.0001,80,80,-2.9999,-2.9999,642,642,10.4001,10.4001,216.4,216.4,1,
-3298.0974,-149.5714,-149.5714,-78.8,-78.8,35.8826,35.8826,88.3,88.3,189.7,189.7,-3,-3,643,643,-78.8,-78.8,204.3,204.3,1,
-3774.6319,-102.9499,-102.9499,-3.4999,-3.4999,30.5109,30.5109,111,111,77,77,-3,-3,644,644,-3.5001,-3.5001,194.3,194.3,1,
-4132.9481,-127.8093,-127.8093,6.4,6.4,36.6217,36.6217,185,185,100,100,-3,-3,645,645,6.4,6.4,141.4,141.4,1,
-4120.4558,-95.3654,-95.3654,-34.6,-34.6,31.0275,31.0275,181,181,61,61,-3,-3,646,646,-34.6,-34.6,182.4,182.4,1,
-3934.3846,-144.157,-144.157,11.4,11.4,47.0215,47.0215,185,185,84,84,-3,-3,647,647,11.4,11.4,280.4,280.4,1,
-3740.3115,-125.9358,-125.9358,-7.6001,-7.6001,22.7086,22.7086,257,257,23.9999,23.9999,-3,-3,648,648,-7.6001,-7.6001,229.4,229.4,1,
-4255.4659,-118.4946,-118.4946,1.6999,1.6999,32.6268,32.6268,115,115,24,24,-3,-3,649,649,1.7001,1.7001,104,104,1,
-4039.433,-68.1181,-68.1181,-81.3,-81.3,15.8588,15.8588,160.5,160.5,90,90,-3,-3,650,650,-81.3,-81.3,169.2,169.2,1,
-4142.1464,-140.7008,-140.7008,-23.0001,-23.0001,45.9237,45.9237,188,188,138,138,-3.0001,-3.0001,651,651,-23.0001,-23.0001,152.2,152.2,1,
-4021.5309,-122.9911,-122.9911,-4.9,-4.9,35.0677,35.0677,140,140,24,24,-3,-3,652,652,-4.9,-4.9,159.3,159.3,1,
-3753.5416,-168.1017,-168.1017,-22.7,-22.7,41.3451,41.3451,223,223,84,84,-3,-3,653,653,-22.7,-22.7,194.2,194.2,1,
-3578.0477,-283.3714,-283.3714,-8,-8,85.1097,85.1097,223,223,88,88,-3,-3,654,654,-8,-8,321.9,321.9,1,
-4194.8493,-204.4948,-204.4948,16.2,16.2,54.6916,54.6916,78,78,100,100,-3,-3,655,655,16.2,16.2,200,200,1,
-3909.3068,-165.2422,-165.2422,29.3001,29.3001,38.8387,38.8387,91.0001,91.0001,100,100,-3,-3,656,656,29.3001,29.3001,225,225,1,
-4020.6197,-203.2377,-203.2377,-12.2,-12.2,-13.866,-13.866,281,281,78,78,-3,-3,657,657,-12.2,-12.2,246.8,246.8,1,
-4335.5452,-19.0731,-19.0731,,,0.0587,0.0587,,,100,100,-3,-3,658,658,,,0,0,1,
0,,,,,-141.7957,-141.7957,,,,,-3.0031,-3.0031,659,659,-1015.4985,-1015.4985,0,0,1,
-4259.9585,-254.4055,-254.4055,-17.6001,-17.6001,66.8139,66.8139,288,288,91.0001,91.0001,-3.0001,-3.0001,660,660,-17.6001,-17.6001,236.4,236.4,1,
-4242.0804,-40.5902,-40.5902,4.2,4.2,-2.2227,-2.2227,75,75,43.4,43.4,-3,-3,661,661,4.2,4.2,122.2,122.2,1,
-2564.4905,-170.6323,-170.6323,-8.2999,-8.2999,47.3279,47.3279,168,168,84,84,-3,-3,662,662,-8.2999,-8.2999,247,247,1,
-4460.3711,-221.822,-221.822,5.9,5.9,51.2437,51.2437,274.1,274.1,105,105,-3,-3,663,663,5.9,5.9,385,385,1,
-3942.8352,-69.5835,-69.5835,20.7,20.7,-4.6199,-4.6199,152,152,65.9999,65.9999,-3,-3,664,664,20.7,20.7,301.2,301.2,1,
-4438.5035,-162.8214,-162.8214,-10.8999,-10.8999,39.9664,39.9664,160.0001,160.0001,150,150,-3.0001,-3.0001,665,665,-10.8999,-10.8999,250,250,1,
-4070.5445,-95.791,-95.791,0.9001,0.9001,-12.6644,-12.6644,191,191,150,150,-3,-3,666,666,0.9001,0.9001,265.2,265.2,1,
-3291.6137,-52.35,-52.35,-0.4,-0.4,13.8036,13.8036,98,98,170,170,-3,-3,667,667,-0.4,-0.4,185,185,1,
-4153.8625,-159.1514,-159.1514,14.3999,14.3999,15.886,15.886,272.5001,272.5001,100,100,-3,-3,668,668,14.3999,14.3999,386.9,386.9,1,
-3838.57,-646.2963,-646.2963,-0.8,-0.8,197.5691,197.5691,122.8,122.8,78,78,-3,-3,669,669,-0.8,-0.8,200,200,1,
-4249.2515,-282.973,-282.973,4.7,4.7,31.1119,31.1119,184.1,184.1,125,125,-3,-3,670,670,4.7,4.7,312.4,312.4,1,
-3831.9908,-193.8752,-193.8752,10.1,10.1,31.2497,31.2497,246.9,246.9,120.0001,120.0001,-3.0002,-3.0002,671,671,10.1,10.1,339.5,339.5,1,
-3761.0573,-62.0261,-62.0261,-44.5,-44.5,16.9008,16.9008,50,50,84,84,-3,-3,672,672,-44.5,-44.5,89.5,89.5,1,
-3060.3596,-218.125,-218.125,-6.9,-6.9,33.0392,33.0392,99,99,230,230,-3,-3,673,673,-6.9,-6.9,111.2,111.2,1,
-4008.514,-179.8969,-179.8969,1.1,1.1,42.7945,42.7945,148,148,105,105,-3,-3,674,674,1.1,1.1,256.9,256.9,1,
-3521.439,-71.377,-71.377,1.2,1.2,-4.3986,-4.3986,164,164,90,90,-3,-3,675,675,1.2,1.2,237.7,237.7,1,
-4253.1547,-35.4214,-35.4214,-3.4,-3.4,9.8287,9.8287,43,43,50,50,-3,-3,676,676,-3.4,-3.4,-73,-73,1,
-3941.0512,-57.6209,-57.6209,-236.8,-236.8,-1.1884,-1.1884,108,108,24,24,-3,-3,677,677,-236.8,-236.8,97.7,97.7,1,
0,,,,,-158.5933,-158.5933,,,,,-3,-3,678,678,-883.3,-883.3,0,0,1,
0,,,,,-95.2,-95.2,,,,,-5,-5,679,679,-716,-716,0,0,1,
0,,,,,-1.4649,-1.4649,510,510,,,-3.0003,-3.0003,680,680,,,,,1,
-1557.9839,-69.9523,-69.9523,-113.6,-113.6,32.6358,32.6358,300,300,,,,,681,681,0,0,186.4,186.4,1,
-2771.6615,-1350.676,-1350.676,,,-16.7344,-16.7344,828.3011,828.3011,1287.4638,1287.4638,-3.0006,-3.0006,682,682,,,1015.8,1015.8,1,
-3232.9079,-58.4059,-58.4059,-1.2,-1.2,18.0261,18.0261,114,114,115.6,115.6,-3.0001,-3.0001,683,683,-1.2,-1.2,165.8,165.8,1,
-4002.5179,-75.8154,-75.8154,-72.7,-72.7,16.9492,16.9492,158.5,158.5,125,125,-3,-3,684,684,-0.5,-0.5,186.9,186.9,1,
-3318.2042,-123.5088,-123.5088,-1.1,-1.1,31.5223,31.5223,216,216,100,100,-3,-3,685,685,-1.1,-1.1,307.8,307.8,1,
-3092.2091,-35.5171,-35.5171,,,10.4667,10.4667,73,73,50,50,-3,-3,686,686,0,0,99.5,99.5,1,
-3748.6509,-87.3759,-87.3759,,,17.5731,17.5731,185,185,85,85,-3,-3,687,687,0,0,264.1,264.1,1,
-3535.2818,-252.7231,-252.7231,-12.0002,-12.0002,75.7677,75.7677,234.0002,234.0002,85.0002,85.0002,-3.0001,-3.0001,688,688,-6.0001,-6.0001,268,268,1,
-4282.1885,-94.9518,-94.9518,-18.5,-18.5,-131.622,-131.622,162,162,113,113,-3,-3,689,689,-2.4,-2.4,238.9,238.9,1,
-3004.9594,-129.4641,-129.4641,11.1001,11.1001,37.0123,37.0123,111,111,91,91,-3,-3,690,690,11.1001,11.1001,164.7,164.7,1,
-2645.3935,-109.6381,-109.6381,,,27.338,27.338,201.0001,201.0001,72,72,-3,-3,691,691,0,0,271.4,271.4,1,
-3216.6694,-204.2879,-204.2879,-36.9001,-36.9001,66.5281,66.5281,199,199,91.0001,91.0001,-3,-3,692,692,0,0,253.1,253.1,1,
-2983.3662,-126.3265,-126.3265,-59.1,-59.1,34.6156,34.6156,151,151,91,91,-3,-3,693,693,-39,-39,131.9,131.9,1,
-2221.3207,-47.6984,-47.6984,-11.8,-11.8,3.4892,3.4892,104.1,104.1,78.3,78.3,-3,-3,694,694,-11.8,-11.8,171.7,171.7,1,
-4161.0475,-209.1766,-209.1766,1.9999,1.9999,-29.6959,-29.6959,219.9998,219.9998,65.0002,65.0002,-3,-3,695,695,1.9999,1.9999,287,287,1,
-4748.009,-91.8421,-91.8421,-11.3,-11.3,23.0981,23.0981,154,154,57.9,57.9,-3,-3,696,696,-11.3,-11.3,200.6,200.6,1,
0,,,,,-0.0818,-0.0818,,,113.152,113.152,-3,-3,697,697,,,,,1,
-4296.3951,-296.8108,-296.8108,-9.0001,-9.0001,76.6169,76.6169,168.8,168.8,98.0003,98.0003,-2.9999,-2.9999,698,698,-9.0001,-9.0001,232.8,232.8,1,
-3408.0525,-180.7316,-180.7316,-27.4999,-27.4999,35.3354,35.3354,294.5,294.5,96.0001,96.0001,-3.0001,-3.0001,699,699,-27.4999,-27.4999,308,308,1,
-3818.8197,-934.8214,-934.8214,-11.2,-11.2,260.8054,260.8054,-46.7,-46.7,600.7,600.7,-3,-3,700,700,-11.2,-11.2,351.3,351.3,1,
-3061.5669,-140.0107,-140.0107,3.2001,3.2001,-15.8518,-15.8518,143,143,90,90,-3,-3,701,701,3.2001,3.2001,236.2,236.2,1,
-4623.7071,-308.1224,-308.1224,4,4,93.8423,93.8423,166.5003,166.5003,65,65,-3,-3,702,702,4,4,235.5,235.5,1,
-3185.2413,-163.5938,-163.5938,4,4,45.2906,45.2906,148,148,120,120,-3,-3,703,703,4,4,218.9,218.9,1,
0,,,,,-257.3333,-257.3333,,,,,-3,-3,704,704,-1822.2,-1822.2,0,0,1,
-4645.6231,-183.2983,-183.2983,,,56.6117,56.6117,158,158,90,90,-3,-3,705,705,0,0,189.4,189.4,1,
-4633.9996,-65.503,-65.503,8.5,8.5,26.3611,26.3611,140,140,50.1,50.1,-3,-3,706,706,8.5,8.5,178.6,178.6,1,
-4465.8865,-113.8043,-113.8043,13.6,13.6,27.7887,27.7887,121,121,72,72,-3,-3,707,707,13.6,13.6,206,206,1,
-3522.9547,-145.054,-145.054,0.5999,0.5999,39.1106,39.1106,165,165,84,84,-3,-3,708,708,0.5999,0.5999,165.1,165.1,1,
-4018.1883,-66.7943,-66.7943,-20.4,-20.4,15.6898,15.6898,102.5,102.5,76.6001,76.6001,-3.0001,-3.0001,709,709,-20.4,-20.4,108.7,108.7,1,
-4483.3428,-129.5279,-129.5279,4.2001,4.2001,33.705,33.705,150,150,105,105,-3,-3,710,710,4.2001,4.2001,259.2,259.2,1,
-4224.9749,-225.5105,-225.5105,0.9998,0.9998,48.7417,48.7417,204.4999,204.4999,95,95,-2.9999,-2.9999,711,711,0.9998,0.9998,116.6,116.6,1,
-4489.6635,-110.5597,-110.5597,-14.4999,-14.4999,31.0353,31.0353,143,143,78,78,-3,-3,712,712,-14.5001,-14.5001,212.1,212.1,1,
-4338.5976,-208.3955,-208.3955,-34.0001,-34.0001,61.5187,61.5187,183.9999,183.9999,129.9998,129.9998,-2.9999,-2.9999,713,713,-34.0001,-34.0001,99.8,99.8,1,
-3804.9285,-195.3358,-195.3358,-9.7,-9.7,-4.2392,-4.2392,238,238,110,110,-3,-3,714,714,-9.7,-9.7,202.3,202.3,1,
-3859.9061,-174.4058,-174.4058,4.4,4.4,45.6903,45.6903,251.9999,251.9999,114.9999,114.9999,-3,-3,715,715,4.4,4.4,71.4,71.4,1,
-4069.2566,-197.4659,-197.4659,1.1999,1.1999,42.8601,42.8601,266.4998,266.4998,82.9998,82.9998,-2.9999,-2.9999,716,716,1.1999,1.1999,150.7,150.7,1,
-3289.3057,-59.5672,-59.5672,0.1,0.1,-3.1165,-3.1165,123,123,51.2,51.2,-3,-3,717,717,0.1,0.1,174,174,1,
-4093.0987,-238.0628,-238.0628,,,-6.0678,-6.0678,170,170,150,150,-3,-3,718,718,0,0,225,225,1,
0,,,,,-228.93,-228.93,,,,,-3,-3,719,719,-1640,-1640,0,0,1,
-4716.3833,-120.4002,-120.4002,-5.7001,-5.7001,33.4924,33.4924,150,150,95,95,-3,-3,720,720,-5.7001,-5.7001,140.4,140.4,1,
-2907.3825,-52.35,-52.35,1.2,1.2,15.6219,15.6219,53,53,90,90,-3,-3,721,721,1.2,1.2,144.2,144.2,1,
-4478.4614,-233.7054,-233.7054,-3.8,-3.8,72.3781,72.3781,189.8,189.8,130,130,-3,-3,722,722,-3.8,-3.8,206.8,206.8,1,
-4067.6295,-140.1794,-140.1794,-5.5001,-5.5001,41.8072,41.8072,125.0001,125.0001,104,104,-3.0001,-3.0001,723,723,-5.5001,-5.5001,221.5,221.5,1,
-4803.7432,-145.4167,-145.4167,-89.5,-89.5,29.8711,29.8711,150,150,66,66,-3,-3,724,724,-89.5,-89.5,126.5,126.5,1,
-2988.2621,-94.837,-94.837,-70.6,-70.6,-1.0147,-1.0147,114,114,120,120,-3,-3,725,725,-70.6,-70.6,163.4,163.4,1,
-4750.2184,-186.9643,-186.9643,1.4,1.4,30.8129,30.8129,163,163,120,120,-3,-3,726,726,1.4,1.4,284.4,284.4,1,
-4771.504,-223.7179,-223.7179,-14.9,-14.9,68.1359,68.1359,206.6,206.6,90,90,-3,-3,727,727,-14.9,-14.9,181.7,181.7,1,
-4274.9435,-81.1313,-81.1313,0.1999,0.1999,16.3019,16.3019,158,158,104.9999,104.9999,-3.0001,-3.0001,728,728,0.2001,0.2001,237.4,237.4,1,
-4185.8532,-56.2314,-56.2314,13.8,13.8,-6.8945,-6.8945,25.0001,25.0001,82.2,82.2,-3,-3,729,729,13.8,13.8,112.5,112.5,1,
-158.0546,-119.2342,-119.2342,183.0003,183.0003,95.5594,95.5594,0,0,,,-5.0003,-5.0003,730,730,183.0003,183.0003,0,0,1,
0,-66.5789,-66.5789,-25,-25,55.724,55.724,295,295,,,-5,-5,731,731,0,0,218.6,218.6,1,
-21.86,-71.4508,-71.4508,-3.2001,-3.2001,44.9208,44.9208,592.5001,592.5001,,,-5.0001,-5.0001,732,732,-3.2001,-3.2001,257.2,257.2,1,
-4224.4519,-120.8028,-120.8028,42.2,42.2,-21.5666,-21.5666,221.4999,221.4999,72.0001,72.0001,-3.0001,-3.0001,733,733,42.2,42.2,219,219,1,
-3433.4826,-40.3313,-40.3313,-16.7,-16.7,7.0779,7.0779,50.3,50.3,70,70,-3,-3,734,734,-16.7,-16.7,116.5,116.5,1,
-3986.3165,-134.2308,-134.2308,-14.7,-14.7,31.3956,31.3956,162,162,105,105,-3,-3,735,735,-14.7,-14.7,248.9,248.9,1,
-3685.6563,-103.3125,-103.3125,27.1,27.1,8.9234,8.9234,207.5001,207.5001,79,79,-2.9999,-2.9999,736,736,27.1,27.1,314.1,314.1,1,
-437.2228,-174.5,-174.5,10.8,10.8,44.6663,44.6663,168,168,72,72,-3,-3,737,737,10.8,10.8,250.8,250.8,1,
-3918.039,-229.1028,-229.1028,-27.7002,-27.7002,-8.8311,-8.8311,140,140,30,30,-3,-3,738,738,-27.7002,-27.7002,202.9,202.9,1,
-4330.602,-100.6731,-100.6731,-5.7,-5.7,17.9144,17.9144,131,131,64,64,-3,-3,739,739,-5.7,-5.7,189.3,189.3,1,
-2553.5089,-49.8864,-49.8864,-21.2,-21.2,7.8061,7.8061,49,49,85.8,85.8,-3,-3,740,740,-21.2,-21.2,123.6,123.6,1,
-4736.852,-77.0215,-77.0215,-52.9,-52.9,6.2713,6.2713,112.5,112.5,73.5999,73.5999,-2.9999,-2.9999,741,741,-52.9,-52.9,70.8,70.8,1,
-4698.2292,-153.9706,-153.9706,-8.8,-8.8,44.6679,44.6679,165,165,62,62,-3,-3,742,742,-8.8,-8.8,218.2,218.2,1,
-3811.1716,-72.2069,-72.2069,7.1,7.1,17.3909,17.3909,138,138,84,84,-3,-3,743,743,7.1,7.1,229.8,229.8,1,
-4771.9527,-77.5556,-77.5556,37.9,37.9,-47.2234,-47.2234,112.5,112.5,83,83,-3,-3,744,744,37.9,37.9,233.4,233.4,1,
-3038.493,-113.0972,-113.0972,9.6,9.6,17.0871,17.0871,80.6,80.6,150,150,-2.9999,-2.9999,745,745,9.6,9.6,236.2,236.2,1,
-4656.6086,-185.6383,-185.6383,9.4,9.4,42.3727,42.3727,153,153,60,60,-3,-3,746,746,9.4,9.4,222.4,222.4,1,
-3550.6151,-82.5792,-82.5792,-16.5001,-16.5001,-7.134,-7.134,87.8,87.8,180.0001,180.0001,-3,-3,747,747,-16.5001,-16.5001,238.2,238.2,1,
-4347.2236,-181.7715,-181.7715,-3.4,-3.4,55.7266,55.7266,162.9999,162.9999,83.9999,83.9999,-3,-3,748,748,-3.4,-3.4,243.6,243.6,1,
-3870.914,-125.0896,-125.0896,-6.3001,-6.3001,32.3099,32.3099,120,120,215,215,-3,-3,749,749,-6.3001,-6.3001,178.7,178.7,1,
-4255.6745,-698,-698,-52,-52,218.6093,218.6093,152.8,152.8,175,175,-3,-3,750,750,-52,-52,206.1,206.1,1,
-4386.5771,-562.9032,-562.9032,-52,-52,176.2979,176.2979,152.8,152.8,175,175,-3,-3,751,751,-52,-52,168.6,168.6,1,
-3377.8593,-151.3224,-151.3224,-30.5001,-30.5001,5.6635,5.6635,178,178,275.0001,275.0001,-3.0001,-3.0001,752,752,-30.5001,-30.5001,196.5,196.5,1,
-1424.6071,-225.6466,-225.6466,-17.9,-17.9,14.0306,14.0306,69,69,255.3,255.3,-3,-3,753,753,-17.9,-17.9,110.7,110.7,1,
-4598.1561,-116.3333,-116.3333,1.7,1.7,21.612,21.612,113,113,62,62,-3,-3,754,754,1.7,1.7,176.7,176.7,1,
-3982.8242,-164.0994,-164.0994,,,35.2085,35.2085,170.0001,170.0001,300,300,-2.9999,-2.9999,755,755,0,0,435.4,435.4,1,
-4570.3442,-90.1809,-90.1809,-3.9001,-3.9001,14.6794,14.6794,124,124,62,62,-3,-3,756,756,-3.9001,-3.9001,182.1,182.1,1,
-4601.0654,-268.5993,-268.5993,5.3002,5.3002,74.9625,74.9625,187.5003,187.5003,88,88,-3,-3,757,757,5.3002,5.3002,180.8,180.8,1,
0,,,,,-161.6282,-161.6282,,,,,-2.9973,-2.9973,758,758,-1089.3,-1089.3,0,0,1,
-4059.1694,-277.1484,-277.1484,5.0998,5.0998,53.024,53.024,130.3,130.3,225,225,-3.0002,-3.0002,759,759,5.0998,5.0998,360.4,360.4,1,
-4764.2974,-133.3758,-133.3758,-24.8,-24.8,31.0369,31.0369,162.8,162.8,200,200,-3,-3,760,760,-24.8,-24.8,148,148,1,
-4152.2889,-92.4748,-92.4748,-47.8,-47.8,16.9654,16.9654,144,144,79.5001,79.5001,-3,-3,761,761,-48.6001,-48.6001,212.4,212.4,1,
-3536.2852,-79.3182,-79.3182,10.7,10.7,24.3315,24.3315,102.5,102.5,95,95,-3,-3,762,762,10.7,10.7,183.2,183.2,1,
-4357.6923,-528.7879,-528.7879,,,117.4394,117.4394,155,155,175,175,-3,-3,763,763,0,0,318.6,318.6,1,
-4383.9437,-307.9412,-307.9412,-12.2,-12.2,65.6765,65.6765,205,205,180,180,-3,-3,764,764,-12.2,-12.2,372.8,372.8,1,
-3672.7099,-183.074,-183.074,-34.1,-34.1,33.4454,33.4454,150,150,215.0002,215.0002,-3.0002,-3.0002,765,765,-34.1,-34.1,389.9,389.9,1,
-4514.6029,-112.4356,-112.4356,-19.8999,-19.8999,32.0651,32.0651,123,123,96.6001,96.6001,-3,-3,766,766,-19.8999,-19.8999,199.7,199.7,1,
-4572.4095,-951.8182,-951.8182,-3.1,-3.1,294.5455,294.5455,155,155,175,175,-3,-3,767,767,-3.1,-3.1,322.9,322.9,1,
-4381.5339,-85.122,-85.122,,,-0.1532,-0.1532,,,150,150,-3,-3,768,768,,,,,1,
-1070.4359,-65.3306,-65.3306,41.4999,41.4999,-18.2491,-18.2491,339.9999,339.9999,,,,,769,769,41.4999,41.4999,-196,-196,1,
-1587.3305,-73.3244,-73.3244,1.4001,1.4001,35.0252,35.0252,334.9999,334.9999,,,,,770,770,1.4001,1.4001,285.2,285.2,1,
-1772.8207,-171.7419,-171.7419,,,75.5452,75.5452,213.3,213.3,,,,,771,771,0,0,261.2,261.2,1,
-3802.2136,-387.7778,-387.7778,2.5,2.5,105.56,105.56,152.3,152.3,105,105,-3,-3,772,772,2.5,2.5,259.8,259.8,1,
-2541.0235,-44.3964,-44.3964,21.5,21.5,15.2321,15.2321,90.8,90.8,90.1,90.1,-3,-3,773,773,21.5,21.5,203.5,203.5,1,
-3079.9738,-187.1985,-187.1985,-12.6002,-12.6002,-12.4817,-12.4817,204.7001,204.7001,81.0002,81.0002,-3.0002,-3.0002,774,774,-0.6002,-0.6002,293,293,1,
-3915.1978,-211.957,-211.957,,,-2.8727,-2.8727,,,175,175,-3,-3,775,775,,,175,175,1,
-4310.58,-71.2139,-71.2139,0.7,0.7,21.949,21.949,163.5,163.5,115.6,115.6,-3,-3,776,776,0.7,0.7,186.4,186.4,1,
-4319.9201,-312.3508,-312.3508,-10.6002,-10.6002,55.6689,55.6689,129.6002,129.6002,244,244,-3,-3,777,777,-10.6002,-10.6002,277.7,277.7,1,
-2988.8575,-123.3448,-123.3448,-5.7,-5.7,23.0463,23.0463,221.4999,221.4999,84,84,-3.0001,-3.0001,778,778,-5.7,-5.7,301,301,1,
-4335.6087,-229.6556,-229.6556,-8.6001,-8.6001,31.7969,31.7969,110,110,108,108,-3.0002,-3.0002,779,779,-8.6001,-8.6001,237.5,237.5,1,
-2994.8852,-147.7482,-147.7482,-10.7,-10.7,-6.2963,-6.2963,144.5,144.5,90,90,-3.0001,-3.0001,780,780,-10.7,-10.7,223.8,223.8,1,
-4141.1276,-117.2728,-117.2728,39.4001,39.4001,-17.7733,-17.7733,200,200,100,100,-3,-3,781,781,39.4001,39.4001,340,340,1,
-3793.128,-65.3379,-65.3379,5.6,5.6,19.9734,19.9734,131,131,68.1,68.1,-3,-3,782,782,5.6,5.6,204.7,204.7,1,
-3175.1452,-178.6446,-178.6446,32.5,32.5,49.811,49.811,244.5001,244.5001,90.9999,90.9999,-2.9999,-2.9999,783,783,32.5,32.5,373.1,373.1,1,
-3948.5157,-106.5757,-106.5757,,,13.3398,13.3398,133,133,110,110,-3,-3,784,784,0,0,146.3,146.3,1,
-3735.9235,-148.5456,-148.5456,-1.2,-1.2,-31.4454,-31.4454,129.5,129.5,95,95,-3.0001,-3.0001,785,785,-1.2,-1.2,221.7,221.7,1,
-3551.9432,-313.398,-313.398,57.3,57.3,96.1183,96.1183,192.9999,192.9999,104.0002,104.0002,-2.9999,-2.9999,786,786,57.3,57.3,354.3,354.3,1,
-4423.5977,-70.7471,-70.7471,,,21.0891,21.0891,95.5,95.5,75,75,-3,-3,787,787,0,0,170.2,170.2,1,
-4656.6393,-143.1306,-143.1306,3.4001,3.4001,43.5902,43.5902,135.0001,135.0001,72,72,-3.0001,-3.0001,788,788,3.4001,3.4001,224.4,224.4,1,
-4056.6682,-84.5524,-84.5524,-97.7001,-97.7001,19.2902,19.2902,142,142,75,75,-3,-3,789,789,-97.7001,-97.7001,34.1,34.1,1,
-4270.6996,-107.1521,-107.1521,-40.2999,-40.2999,23.1599,23.1599,133,133,24,24,-3,-3,790,790,-40.2999,-40.2999,117.6,117.6,1,
-4353.6901,-104.1916,-104.1916,-10,-10,30.4398,30.4398,203.0001,203.0001,84,84,-3.0001,-3.0001,791,791,-10,-10,278.3,278.3,1,
-2887.2898,-44.4397,-44.4397,8.2,8.2,-2.8497,-2.8497,140,140,45.8,45.8,-3,-3,792,792,8.2,8.2,213.3,213.3,1,
-3874.9014,-152.2745,-152.2745,-29.3001,-29.3001,37.194,37.194,242.0001,242.0001,70,70,-3.0001,-3.0001,793,793,-29.3001,-29.3001,282.7,282.7,1,
-3737.739,-172.487,-172.487,0.1002,0.1002,26.3106,26.3106,94.5002,94.5002,194.2998,194.2998,-3,-3,794,794,0.1002,0.1002,275.4,275.4,1,
-4571.7864,-63.172,-63.172,,,-0.1232,-0.1232,,,100,100,-3,-3,795,795,,,100,100,1,
-3957.7501,-175.075,-175.075,-14.3001,-14.3001,42.2454,42.2454,153.0002,153.0002,78,78,-3.0002,-3.0002,796,796,-14.3001,-14.3001,62.2,62.2,1,
